Harvest Hope Community Food Bank  |  Distribution History,,,,,,,,,
"To log a distribution: enter Date (col B), Pantry ID (col C), Item ID (col E), and Qty Distributed (col I). Other fields fill automatically.",,,,,,,,,
DIST-0854,12/25/2025,PP001,Riverside Community Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),21,
DIST-0855,12/25/2025,PP001,Riverside Community Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),11,
DIST-0856,12/25/2025,PP001,Riverside Community Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,10,
DIST-0842,12/28/2025,PP001,Riverside Community Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),14,
DIST-0843,12/28/2025,PP001,Riverside Community Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),22,
DIST-0844,12/28/2025,PP001,Riverside Community Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),11,
DIST-0845,12/28/2025,PP001,Riverside Community Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),19,
DIST-0846,12/28/2025,PP001,Riverside Community Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),4,
DIST-0847,12/28/2025,PP001,Riverside Community Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),6,
DIST-0848,12/28/2025,PP001,Riverside Community Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),4,
DIST-0857,12/31/2025,PP001,Riverside Community Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),6,
DIST-0858,12/31/2025,PP001,Riverside Community Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),10,
DIST-0859,12/31/2025,PP001,Riverside Community Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),4,
DIST-0860,12/31/2025,PP001,Riverside Community Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),8,
DIST-0861,12/31/2025,PP001,Riverside Community Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),15,
DIST-0862,12/31/2025,PP001,Riverside Community Pantry,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),8,
DIST-0863,12/31/2025,PP004,Oakdale School Family Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),10,
DIST-0864,12/31/2025,PP004,Oakdale School Family Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),11,
DIST-0865,12/31/2025,PP004,Oakdale School Family Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),11,
DIST-0866,12/31/2025,PP004,Oakdale School Family Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,7,
DIST-0867,12/31/2025,PP004,Oakdale School Family Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),7,
DIST-0868,12/31/2025,PP004,Oakdale School Family Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),3,
DIST-0869,12/31/2025,PP004,Oakdale School Family Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),10,
DIST-0870,12/31/2025,PP004,Oakdale School Family Pantry,FI043,Bananas,Fresh Produce,Bunch (~7),5,
DIST-0871,12/31/2025,PP004,Oakdale School Family Pantry,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),5,
DIST-0872,12/31/2025,PP004,Oakdale School Family Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),3,
DIST-0873,12/31/2025,PP004,Oakdale School Family Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,7,
DIST-0874,12/31/2025,PP003,Maplewood Senior Center,FI025,Granola Bars,Breakfast,Box (8 bars),2,
DIST-0875,12/31/2025,PP003,Maplewood Senior Center,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,1,
DIST-0876,12/31/2025,PP003,Maplewood Senior Center,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),1,
DIST-0877,12/31/2025,PP003,Maplewood Senior Center,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),2,
DIST-0878,12/31/2025,PP003,Maplewood Senior Center,FI024,Pancake Mix,Breakfast,Box (32 oz),2,
DIST-0879,12/31/2025,PP003,Maplewood Senior Center,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),8,
DIST-0880,12/31/2025,PP003,Maplewood Senior Center,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),1,
DIST-0881,12/31/2025,PP003,Maplewood Senior Center,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),8,
DIST-0882,01/01/2026,PP001,Riverside Community Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,7,
DIST-0883,01/01/2026,PP001,Riverside Community Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),2,
DIST-0884,01/01/2026,PP001,Riverside Community Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),7,
DIST-0885,01/01/2026,PP001,Riverside Community Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,9,
DIST-0886,01/01/2026,PP001,Riverside Community Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),4,
DIST-0887,01/01/2026,PP001,Riverside Community Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),27,
DIST-0888,01/01/2026,PP001,Riverside Community Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),13,
DIST-0889,01/01/2026,PP001,Riverside Community Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),18,
DIST-0890,01/01/2026,PP001,Riverside Community Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),22,
DIST-0891,01/01/2026,PP003,Maplewood Senior Center,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),2,
DIST-0892,01/01/2026,PP003,Maplewood Senior Center,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),4,
DIST-0893,01/01/2026,PP003,Maplewood Senior Center,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),5,
DIST-0894,01/01/2026,PP003,Maplewood Senior Center,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),2,
DIST-0917,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),3,
DIST-0918,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),7,
DIST-0919,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),4,
DIST-0920,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),2,
DIST-0921,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,2,
DIST-0922,01/08/2026,PP002,St. Augustine's Shelter Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),9,
DIST-0895,01/12/2026,PP001,Riverside Community Pantry,FI023,Breakfast Cereal,Breakfast,Box (18 oz),10,
DIST-0896,01/12/2026,PP001,Riverside Community Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),14,
DIST-0897,01/12/2026,PP001,Riverside Community Pantry,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),10,
DIST-0898,01/12/2026,PP001,Riverside Community Pantry,FI008,Canned Corn,Canned Vegetables,Can (15 oz),23,
DIST-0899,01/12/2026,PP001,Riverside Community Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),9,
DIST-0900,01/12/2026,PP001,Riverside Community Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),9,
DIST-0901,01/12/2026,PP001,Riverside Community Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,10,
DIST-0902,01/12/2026,PP001,Riverside Community Pantry,FI001,Canned Tuna,Canned Protein,Can (5 oz),12,
DIST-0903,01/12/2026,PP001,Riverside Community Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),15,
DIST-0904,01/12/2026,PP001,Riverside Community Pantry,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),8,
DIST-0905,01/12/2026,PP004,Oakdale School Family Pantry,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),3,
DIST-0906,01/12/2026,PP004,Oakdale School Family Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,7,
DIST-0907,01/12/2026,PP004,Oakdale School Family Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,3,
DIST-0908,01/12/2026,PP004,Oakdale School Family Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),3,
DIST-0909,01/12/2026,PP004,Oakdale School Family Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),7,
DIST-0910,01/12/2026,PP004,Oakdale School Family Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),9,
DIST-0911,01/12/2026,PP004,Oakdale School Family Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),10,
DIST-0912,01/12/2026,PP004,Oakdale School Family Pantry,FI019,Pasta - Penne,Dry Goods,Box (16 oz),6,
DIST-0913,01/12/2026,PP004,Oakdale School Family Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),6,
DIST-0914,01/12/2026,PP004,Oakdale School Family Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),14,
DIST-0915,01/12/2026,PP004,Oakdale School Family Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),13,
DIST-0916,01/12/2026,PP004,Oakdale School Family Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),9,
DIST-0923,01/15/2026,PP004,Oakdale School Family Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),10,
DIST-0924,01/15/2026,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),14,
DIST-0925,01/15/2026,PP004,Oakdale School Family Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),6,
DIST-0926,01/15/2026,PP004,Oakdale School Family Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),6,
DIST-0927,01/15/2026,PP004,Oakdale School Family Pantry,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),8,
DIST-0928,01/15/2026,PP004,Oakdale School Family Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),10,
DIST-0929,01/15/2026,PP004,Oakdale School Family Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),17,
DIST-0930,01/15/2026,PP003,Maplewood Senior Center,FI001,Canned Tuna,Canned Protein,Can (5 oz),4,
DIST-0931,01/15/2026,PP003,Maplewood Senior Center,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),3,
DIST-0932,01/15/2026,PP003,Maplewood Senior Center,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),2,
DIST-0933,01/15/2026,PP003,Maplewood Senior Center,FI008,Canned Corn,Canned Vegetables,Can (15 oz),8,
DIST-0934,01/15/2026,PP003,Maplewood Senior Center,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),2,
DIST-0935,01/15/2026,PP003,Maplewood Senior Center,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),5,
DIST-0936,01/15/2026,PP003,Maplewood Senior Center,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),6,
DIST-0937,01/15/2026,PP003,Maplewood Senior Center,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),1,
DIST-0943,01/17/2026,PP003,Maplewood Senior Center,FI019,Pasta - Penne,Dry Goods,Box (16 oz),4,
DIST-0944,01/17/2026,PP003,Maplewood Senior Center,FI042,Apples,Fresh Produce,Bag (3 lb),1,
DIST-0945,01/17/2026,PP003,Maplewood Senior Center,FI025,Granola Bars,Breakfast,Box (8 bars),3,
DIST-0946,01/17/2026,PP003,Maplewood Senior Center,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),5,
DIST-0947,01/17/2026,PP001,Riverside Community Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),14,
DIST-0948,01/17/2026,PP001,Riverside Community Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),16,
DIST-0949,01/17/2026,PP001,Riverside Community Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),3,
DIST-0950,01/17/2026,PP001,Riverside Community Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),16,
DIST-0951,01/17/2026,PP001,Riverside Community Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,10,
DIST-0952,01/17/2026,PP001,Riverside Community Pantry,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),12,
DIST-0938,01/19/2026,PP004,Oakdale School Family Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),10,
DIST-0939,01/19/2026,PP004,Oakdale School Family Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),14,
DIST-0940,01/19/2026,PP004,Oakdale School Family Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),7,
DIST-0941,01/19/2026,PP004,Oakdale School Family Pantry,FI019,Pasta - Penne,Dry Goods,Box (16 oz),9,
DIST-0942,01/19/2026,PP004,Oakdale School Family Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),5,
DIST-0953,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),7,
DIST-0954,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),5,
DIST-0955,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),3,
DIST-0956,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),5,
DIST-0957,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),8,
DIST-0958,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,3,
DIST-0959,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),7,
DIST-0960,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),4,
DIST-0961,01/23/2026,PP002,St. Augustine's Shelter Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),7,
DIST-0962,01/23/2026,PP003,Maplewood Senior Center,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),4,
DIST-0963,01/23/2026,PP003,Maplewood Senior Center,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),2,
DIST-0964,01/23/2026,PP003,Maplewood Senior Center,FI039,White Sandwich Bread,Bread & Bakery,Loaf,3,
DIST-0965,01/23/2026,PP003,Maplewood Senior Center,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),4,
DIST-0966,01/23/2026,PP003,Maplewood Senior Center,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),6,
DIST-0967,01/23/2026,PP003,Maplewood Senior Center,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),6,
DIST-0975,01/24/2026,PP003,Maplewood Senior Center,FI010,Canned Peas,Canned Vegetables,Can (15 oz),9,
DIST-0976,01/24/2026,PP003,Maplewood Senior Center,FI013,Canned Peaches,Canned Fruit,Can (15 oz),5,
DIST-0977,01/24/2026,PP003,Maplewood Senior Center,FI007,Peanut Butter,Canned Protein,Jar (16 oz),5,
DIST-0978,01/24/2026,PP003,Maplewood Senior Center,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),5,
DIST-0979,01/24/2026,PP003,Maplewood Senior Center,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),4,
DIST-0980,01/24/2026,PP003,Maplewood Senior Center,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),3,
DIST-0981,01/24/2026,PP003,Maplewood Senior Center,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,4,
DIST-0982,01/24/2026,PP003,Maplewood Senior Center,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),1,
DIST-0983,01/24/2026,PP003,Maplewood Senior Center,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),4,
DIST-0984,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),2,
DIST-0985,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),4,
DIST-0986,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),6,
DIST-0987,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),10,
DIST-0988,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),3,
DIST-0989,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),1,
DIST-0990,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),1,
DIST-0991,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),5,
DIST-0992,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),5,
DIST-0993,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),5,
DIST-0994,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),4,
DIST-0995,01/24/2026,PP002,St. Augustine's Shelter Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),9,
DIST-0968,01/26/2026,PP004,Oakdale School Family Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),8,
DIST-0969,01/26/2026,PP004,Oakdale School Family Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,3,
DIST-0970,01/26/2026,PP004,Oakdale School Family Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),11,
DIST-0971,01/26/2026,PP004,Oakdale School Family Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),11,
DIST-0972,01/26/2026,PP004,Oakdale School Family Pantry,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),13,
DIST-0973,01/26/2026,PP004,Oakdale School Family Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,6,
DIST-0974,01/26/2026,PP004,Oakdale School Family Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),4,
DIST-1029,02/01/2026,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),9,
DIST-1030,02/01/2026,PP004,Oakdale School Family Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),15,
DIST-1031,02/01/2026,PP004,Oakdale School Family Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),11,
DIST-1032,02/01/2026,PP004,Oakdale School Family Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,4,
DIST-1033,02/01/2026,PP004,Oakdale School Family Pantry,FI043,Bananas,Fresh Produce,Bunch (~7),4,
DIST-1034,02/01/2026,PP004,Oakdale School Family Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),17,
DIST-1035,02/01/2026,PP004,Oakdale School Family Pantry,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),6,
DIST-1036,02/01/2026,PP004,Oakdale School Family Pantry,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),3,
DIST-1037,02/01/2026,PP004,Oakdale School Family Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),16,
DIST-1038,02/01/2026,PP004,Oakdale School Family Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),6,
DIST-1039,02/01/2026,PP004,Oakdale School Family Pantry,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),8,
DIST-1018,02/02/2026,PP004,Oakdale School Family Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),9,
DIST-1019,02/02/2026,PP004,Oakdale School Family Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),11,
DIST-1020,02/02/2026,PP004,Oakdale School Family Pantry,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),13,
DIST-1021,02/02/2026,PP004,Oakdale School Family Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),15,
DIST-1022,02/02/2026,PP004,Oakdale School Family Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),6,
DIST-1023,02/02/2026,PP004,Oakdale School Family Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),3,
DIST-1024,02/02/2026,PP004,Oakdale School Family Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),9,
DIST-1025,02/02/2026,PP004,Oakdale School Family Pantry,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),5,
DIST-1026,02/02/2026,PP004,Oakdale School Family Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),11,
DIST-1027,02/02/2026,PP004,Oakdale School Family Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),7,
DIST-1028,02/02/2026,PP004,Oakdale School Family Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),6,
DIST-0996,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),3,
DIST-0997,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),9,
DIST-0998,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,3,
DIST-0999,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),3,
DIST-1000,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),5,
DIST-1001,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),9,
DIST-1002,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,7,
DIST-1003,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,2,
DIST-1004,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),3,
DIST-1005,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),1,
DIST-1006,02/03/2026,PP002,St. Augustine's Shelter Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),1,
DIST-1007,02/03/2026,PP004,Oakdale School Family Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),2,
DIST-1008,02/03/2026,PP004,Oakdale School Family Pantry,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),4,
DIST-1009,02/03/2026,PP004,Oakdale School Family Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),10,
DIST-1010,02/03/2026,PP004,Oakdale School Family Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),12,
DIST-1011,02/03/2026,PP004,Oakdale School Family Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),12,
DIST-1012,02/03/2026,PP004,Oakdale School Family Pantry,FI019,Pasta - Penne,Dry Goods,Box (16 oz),8,
DIST-1013,02/03/2026,PP004,Oakdale School Family Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),10,
DIST-1014,02/03/2026,PP004,Oakdale School Family Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),6,
DIST-1015,02/03/2026,PP004,Oakdale School Family Pantry,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),8,
DIST-1016,02/03/2026,PP004,Oakdale School Family Pantry,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),4,
DIST-1017,02/03/2026,PP004,Oakdale School Family Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),9,
DIST-1048,02/04/2026,PP001,Riverside Community Pantry,FI043,Bananas,Fresh Produce,Bunch (~7),12,
DIST-1049,02/04/2026,PP001,Riverside Community Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,5,
DIST-1050,02/04/2026,PP001,Riverside Community Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,12,
DIST-1051,02/04/2026,PP001,Riverside Community Pantry,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),10,
DIST-1052,02/04/2026,PP001,Riverside Community Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),16,
DIST-1053,02/04/2026,PP004,Oakdale School Family Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),7,
DIST-1054,02/04/2026,PP004,Oakdale School Family Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),6,
DIST-1055,02/04/2026,PP004,Oakdale School Family Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),7,
DIST-1056,02/04/2026,PP004,Oakdale School Family Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),9,
DIST-1057,02/04/2026,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),14,
DIST-1058,02/04/2026,PP004,Oakdale School Family Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),7,
DIST-1059,02/04/2026,PP004,Oakdale School Family Pantry,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),8,
DIST-1060,02/04/2026,PP003,Maplewood Senior Center,FI014,Canned Pears,Canned Fruit,Can (15 oz),4,
DIST-1061,02/04/2026,PP003,Maplewood Senior Center,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),3,
DIST-1062,02/04/2026,PP003,Maplewood Senior Center,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),3,
DIST-1063,02/04/2026,PP003,Maplewood Senior Center,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,5,
DIST-1064,02/04/2026,PP003,Maplewood Senior Center,FI004,Canned Black Beans,Canned Protein,Can (15 oz),4,
DIST-1065,02/04/2026,PP003,Maplewood Senior Center,FI007,Peanut Butter,Canned Protein,Jar (16 oz),5,
DIST-1066,02/04/2026,PP003,Maplewood Senior Center,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,2,
DIST-1067,02/04/2026,PP003,Maplewood Senior Center,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),3,
DIST-1068,02/04/2026,PP003,Maplewood Senior Center,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),3,
DIST-1069,02/04/2026,PP003,Maplewood Senior Center,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),4,
DIST-1070,02/04/2026,PP004,Oakdale School Family Pantry,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,9,
