Harvest Hope Community Food Bank  |  Donations Log,,,,,,,,,,,
"To log a new donation: enter Date (col B), Item ID (col C), Qty Received (col G), Expiration Date (col H), and Donor Type (col K). Other fields fill automatically.",,,,,,,,,,,
DON-0407,11/19/2025,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),42,6/30/2026,4,WARNING,Individual Donor,
DON-0408,11/19/2025,FI023,Breakfast Cereal,Breakfast,Box (18 oz),27,8/2/2026,37,OK,Individual Donor,
DON-0409,11/19/2025,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),43,9/25/2026,91,OK,Individual Donor,
DON-0410,11/20/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),59,4/2/2026,-85,EXPIRED,Government Surplus,
DON-0411,11/20/2025,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),31,4/8/2026,-79,EXPIRED,Individual Donor,
DON-0412,11/20/2025,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),94,5/29/2026,-28,EXPIRED,Government Surplus,
DON-0413,11/20/2025,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),75,7/7/2026,11,NOTICE,Government Surplus,
DON-0414,11/20/2025,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),48,8/4/2026,39,OK,Individual Donor,
DON-0415,11/20/2025,FI019,Pasta - Penne,Dry Goods,Box (16 oz),100,10/18/2026,114,OK,Individual Donor,
DON-0416,11/20/2025,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),87,11/2/2026,129,OK,Government Surplus,
DON-0417,11/20/2025,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),66,4/30/2027,308,OK,Government Surplus,
DON-0418,11/20/2025,FI008,Canned Corn,Canned Vegetables,Can (15 oz),152,4/15/2028,659,OK,Individual Donor,
DON-0419,11/20/2025,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),141,6/23/2028,728,OK,Government Surplus,
DON-0420,11/20/2025,FI001,Canned Tuna,Canned Protein,Can (5 oz),127,10/4/2028,831,OK,Individual Donor,
DON-0421,11/22/2025,FI023,Breakfast Cereal,Breakfast,Box (18 oz),71,4/6/2026,-81,EXPIRED,Restaurant Partner,
DON-0422,11/22/2025,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),24,6/9/2026,-17,EXPIRED,Restaurant Partner,
DON-0423,11/22/2025,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),47,7/5/2027,374,OK,Restaurant Partner,
DON-0424,11/22/2025,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),53,9/26/2027,457,OK,Restaurant Partner,
DON-0425,11/22/2025,FI008,Canned Corn,Canned Vegetables,Can (15 oz),65,12/31/2027,553,OK,Restaurant Partner,
DON-0426,11/22/2025,FI014,Canned Pears,Canned Fruit,Can (15 oz),93,4/3/2028,647,OK,Restaurant Partner,
DON-0427,11/28/2025,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),19,1/27/2026,-150,EXPIRED,Grocery Rescue,
DON-0428,11/28/2025,FI007,Peanut Butter,Canned Protein,Jar (16 oz),78,5/7/2026,-50,EXPIRED,Individual Donor,
DON-0429,11/28/2025,FI007,Peanut Butter,Canned Protein,Jar (16 oz),66,11/6/2026,133,OK,Grocery Rescue,
DON-0430,11/28/2025,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),44,11/27/2026,154,OK,Individual Donor,
DON-0431,11/28/2025,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),63,1/18/2027,206,OK,Grocery Rescue,
DON-0432,11/28/2025,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),77,5/19/2027,327,OK,Grocery Rescue,
DON-0433,11/28/2025,FI013,Canned Peaches,Canned Fruit,Can (15 oz),101,4/16/2028,660,OK,Individual Donor,
DON-0434,11/28/2025,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),65,5/3/2028,677,OK,Grocery Rescue,
DON-0435,11/28/2025,FI010,Canned Peas,Canned Vegetables,Can (15 oz),160,9/29/2028,826,OK,Individual Donor,
DON-0436,11/28/2025,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),16,7/13/2029,1113,OK,Grocery Rescue,
DON-0437,11/29/2025,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),29,12/3/2025,-205,EXPIRED,Restaurant Partner,
DON-0438,11/29/2025,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,23,12/5/2025,-203,EXPIRED,Restaurant Partner,
DON-0439,11/29/2025,FI042,Apples,Fresh Produce,Bag (3 lb),32,12/10/2025,-198,EXPIRED,Restaurant Partner,
DON-0440,11/29/2025,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),29,12/18/2025,-190,EXPIRED,Restaurant Partner,
DON-0441,11/29/2025,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,32,12/25/2025,-183,EXPIRED,Restaurant Partner,
DON-0442,11/29/2025,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),57,12/27/2025,-181,EXPIRED,Restaurant Partner,
DON-0443,11/29/2025,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),44,7/26/2026,30,NOTICE,Restaurant Partner,
DON-0444,11/29/2025,FI010,Canned Peas,Canned Vegetables,Can (15 oz),70,3/1/2027,248,OK,Restaurant Partner,
DON-0445,11/30/2025,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),19,12/4/2025,-204,EXPIRED,Government Surplus,
DON-0446,11/30/2025,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,38,12/12/2025,-196,EXPIRED,Government Surplus,
DON-0447,11/30/2025,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,34,12/16/2025,-192,EXPIRED,Government Surplus,
DON-0448,11/30/2025,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),40,1/9/2026,-168,EXPIRED,Government Surplus,
DON-0449,11/30/2025,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),165,2/24/2027,243,OK,Government Surplus,
DON-0450,11/30/2025,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),113,11/16/2027,508,OK,Government Surplus,
DON-0451,12/02/2025,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,45,1/1/2026,-176,EXPIRED,Corporate Drive,
DON-0452,12/02/2025,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),118,5/15/2026,-42,EXPIRED,Corporate Drive,
DON-0453,12/02/2025,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),71,12/23/2026,180,OK,Corporate Drive,
DON-0454,12/02/2025,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),125,9/24/2027,455,OK,Corporate Drive,
DON-0455,12/02/2025,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),105,11/7/2028,865,OK,Corporate Drive,
DON-0456,12/02/2025,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),128,11/27/2028,885,OK,Corporate Drive,
DON-0457,12/04/2025,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,52,12/6/2025,-202,EXPIRED,Restaurant Partner,
DON-0458,12/04/2025,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),19,12/26/2025,-182,EXPIRED,Restaurant Partner,
DON-0459,12/04/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),39,6/27/2026,1,CRITICAL,Restaurant Partner,
DON-0460,12/04/2025,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),35,1/24/2027,212,OK,Restaurant Partner,
DON-0461,12/04/2025,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),164,9/26/2028,823,OK,Restaurant Partner,
DON-0462,12/04/2025,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),33,10/5/2029,1197,OK,Restaurant Partner,
DON-0463,12/05/2025,FI043,Bananas,Fresh Produce,Bunch (~7),49,12/12/2025,-196,EXPIRED,School Drive,
DON-0464,12/05/2025,FI039,White Sandwich Bread,Bread & Bakery,Loaf,65,12/12/2025,-196,EXPIRED,School Drive,
DON-0465,12/05/2025,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),38,12/19/2025,-189,EXPIRED,School Drive,
DON-0466,12/05/2025,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),30,1/15/2026,-162,EXPIRED,School Drive,
DON-0467,12/05/2025,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),87,12/1/2026,158,OK,School Drive,
DON-0468,12/05/2025,FI010,Canned Peas,Canned Vegetables,Can (15 oz),147,4/16/2027,294,OK,School Drive,
DON-0469,12/05/2025,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),52,7/14/2027,383,OK,School Drive,
DON-0470,12/05/2025,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),67,6/29/2028,734,OK,School Drive,
DON-0471,12/15/2025,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),108,5/10/2026,-47,EXPIRED,Government Surplus,
DON-0472,12/15/2025,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),41,7/10/2026,14,NOTICE,Government Surplus,
DON-0473,12/15/2025,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),25,1/13/2027,201,OK,Government Surplus,
DON-0474,12/15/2025,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),81,5/4/2027,312,OK,Government Surplus,
DON-0475,12/15/2025,FI014,Canned Pears,Canned Fruit,Can (15 oz),106,6/6/2028,711,OK,Government Surplus,
DON-0476,12/15/2025,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),127,6/19/2028,724,OK,Government Surplus,
DON-0477,12/15/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),69,8/17/2026,52,OK,Government Surplus,
DON-0478,12/16/2025,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,35,12/21/2025,-187,EXPIRED,Individual Donor,
DON-0479,12/16/2025,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),44,12/23/2025,-185,EXPIRED,Individual Donor,
DON-0480,12/16/2025,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),24,1/20/2026,-157,EXPIRED,Individual Donor,
DON-0481,12/16/2025,FI025,Granola Bars,Breakfast,Box (8 bars),58,2/19/2026,-127,EXPIRED,Individual Donor,
DON-0482,12/16/2025,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),154,3/14/2028,627,OK,Individual Donor,
DON-0483,12/16/2025,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),140,3/19/2028,632,OK,Individual Donor,
DON-0484,12/16/2025,FI010,Canned Peas,Canned Vegetables,Can (15 oz),114,11/7/2028,865,OK,Individual Donor,
DON-0485,12/20/2025,FI025,Granola Bars,Breakfast,Box (8 bars),61,3/7/2026,-111,EXPIRED,Corporate Drive,
DON-0486,12/20/2025,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),47,5/25/2026,-32,EXPIRED,Corporate Drive,
DON-0487,12/20/2025,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),16,7/10/2026,14,NOTICE,Corporate Drive,
DON-0488,12/20/2025,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),97,2/7/2027,226,OK,Corporate Drive,
DON-0489,12/20/2025,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),61,4/16/2028,660,OK,Corporate Drive,
DON-0490,12/20/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),68,11/20/2026,147,OK,Corporate Drive,
DON-0491,12/22/2025,FI025,Granola Bars,Breakfast,Box (8 bars),29,3/24/2026,-94,EXPIRED,Restaurant Partner,
DON-0492,12/22/2025,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),12,8/23/2026,58,OK,Restaurant Partner,
DON-0493,12/22/2025,FI019,Pasta - Penne,Dry Goods,Box (16 oz),54,6/27/2027,366,OK,Restaurant Partner,
DON-0494,12/22/2025,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),58,10/14/2027,475,OK,Restaurant Partner,
DON-0495,12/22/2025,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),159,12/19/2028,907,OK,Restaurant Partner,
DON-0496,12/22/2025,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),32,9/30/2030,1557,OK,Restaurant Partner,
DON-0497,12/23/2025,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,59,12/29/2025,-179,EXPIRED,Restaurant Partner,
DON-0498,12/23/2025,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),63,5/5/2026,-52,EXPIRED,Restaurant Partner,
DON-0499,12/23/2025,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),53,5/16/2026,-41,EXPIRED,Grocery Rescue,
DON-0500,12/23/2025,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),92,1/19/2027,207,OK,Grocery Rescue,
DON-0501,12/23/2025,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),123,4/15/2027,293,OK,Restaurant Partner,
DON-0502,12/23/2025,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),170,5/22/2027,330,OK,Grocery Rescue,
DON-0503,12/23/2025,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),184,8/7/2027,407,OK,Grocery Rescue,
DON-0504,12/23/2025,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),154,8/23/2027,423,OK,Restaurant Partner,
DON-0505,12/23/2025,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),106,11/18/2027,510,OK,Grocery Rescue,
DON-0506,12/23/2025,FI001,Canned Tuna,Canned Protein,Can (5 oz),174,9/6/2028,803,OK,Restaurant Partner,
DON-0507,12/23/2025,FI014,Canned Pears,Canned Fruit,Can (15 oz),57,10/7/2028,834,OK,Restaurant Partner,
DON-0508,12/24/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),58,7/18/2026,22,NOTICE,Corporate Drive,
DON-0509,12/24/2025,FI039,White Sandwich Bread,Bread & Bakery,Loaf,32,12/27/2025,-181,EXPIRED,Grocery Rescue,
DON-0510,12/24/2025,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),47,1/8/2026,-169,EXPIRED,Grocery Rescue,
DON-0511,12/24/2025,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,35,1/15/2026,-162,EXPIRED,Grocery Rescue,
DON-0512,12/24/2025,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),32,1/23/2026,-154,EXPIRED,Corporate Drive,
DON-0513,12/24/2025,FI025,Granola Bars,Breakfast,Box (8 bars),27,5/7/2026,-50,EXPIRED,Corporate Drive,
DON-0514,12/24/2025,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),27,5/15/2026,-42,EXPIRED,Grocery Rescue,
DON-0515,12/24/2025,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),49,7/23/2026,27,NOTICE,Corporate Drive,
DON-0516,12/24/2025,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),29,7/24/2026,28,NOTICE,Corporate Drive,
DON-0517,12/24/2025,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),134,8/27/2027,427,OK,Grocery Rescue,
DON-0518,12/24/2025,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),18,8/27/2027,427,OK,Grocery Rescue,
DON-0519,12/24/2025,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),155,12/12/2027,534,OK,Corporate Drive,
DON-0520,12/26/2025,FI042,Apples,Fresh Produce,Bag (3 lb),21,1/7/2026,-170,EXPIRED,Church Drive,
DON-0521,12/26/2025,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),74,8/6/2026,41,OK,Church Drive,
DON-0522,12/26/2025,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),100,11/27/2027,519,OK,Church Drive,
DON-0523,12/27/2025,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),42,1/21/2026,-156,EXPIRED,Church Drive,
DON-0524,12/27/2025,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),17,5/18/2026,-39,EXPIRED,Church Drive,
DON-0525,12/27/2025,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),15,4/19/2029,1028,OK,Church Drive,
DON-0526,12/27/2025,FI024,Pancake Mix,Breakfast,Box (32 oz),43,11/23/2026,150,OK,Church Drive,
DON-0527,12/28/2025,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),17,1/7/2026,-170,EXPIRED,Church Drive,
DON-0528,12/28/2025,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),39,1/24/2026,-153,EXPIRED,Church Drive,
DON-0529,12/28/2025,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),48,2/6/2026,-140,EXPIRED,Church Drive,
DON-0530,12/28/2025,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),34,9/6/2026,72,OK,Church Drive,
DON-0531,12/28/2025,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),38,9/15/2026,81,OK,Church Drive,
DON-0532,12/28/2025,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),159,7/11/2027,380,OK,Church Drive,
DON-0533,12/28/2025,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),57,7/20/2027,389,OK,Church Drive,
DON-0534,12/28/2025,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),68,4/9/2028,653,OK,Church Drive,
DON-0535,12/31/2025,FI043,Bananas,Fresh Produce,Bunch (~7),42,1/5/2026,-172,EXPIRED,Grocery Rescue,
DON-0536,12/31/2025,FI039,White Sandwich Bread,Bread & Bakery,Loaf,49,1/5/2026,-172,EXPIRED,Grocery Rescue,
DON-0537,12/31/2025,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),75,11/3/2026,130,OK,Grocery Rescue,
DON-0538,12/31/2025,FI019,Pasta - Penne,Dry Goods,Box (16 oz),95,2/26/2027,245,OK,Grocery Rescue,
DON-0539,12/31/2025,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),152,12/27/2027,549,OK,Grocery Rescue,
DON-0540,01/02/2026,FI043,Bananas,Fresh Produce,Bunch (~7),10,1/7/2026,-170,EXPIRED,Corporate Drive,
DON-0541,01/02/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),23,1/16/2026,-161,EXPIRED,Corporate Drive,
DON-0542,01/02/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),43,11/26/2028,884,OK,Corporate Drive,
DON-0543,01/05/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),10,8/7/2026,42,OK,Restaurant Partner,
DON-0544,01/05/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,12,1/28/2026,-149,EXPIRED,Restaurant Partner,
DON-0545,01/05/2026,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),11,6/4/2026,-22,EXPIRED,Restaurant Partner,
DON-0546,01/05/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),17,7/14/2027,383,OK,Restaurant Partner,
DON-0547,01/05/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),28,10/31/2028,858,OK,Restaurant Partner,
DON-0548,01/06/2026,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),11,11/23/2026,150,OK,Restaurant Partner,
DON-0549,01/06/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),59,1/16/2028,569,OK,Restaurant Partner,
DON-0550,01/06/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),29,8/8/2028,774,OK,Restaurant Partner,
DON-0551,01/09/2026,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,15,1/11/2026,-166,EXPIRED,School Drive,
DON-0552,01/09/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),19,2/20/2026,-126,EXPIRED,School Drive,
DON-0553,01/09/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),10,9/27/2026,93,OK,School Drive,
DON-0554,01/09/2026,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),19,3/25/2027,272,OK,School Drive,
DON-0555,01/09/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),30,11/12/2027,504,OK,School Drive,
DON-0556,01/09/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),30,11/15/2027,507,OK,School Drive,
DON-0557,01/09/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),63,1/6/2029,925,OK,School Drive,
DON-0558,01/09/2026,FI014,Canned Pears,Canned Fruit,Can (15 oz),27,1/8/2029,927,OK,School Drive,
DON-0559,01/12/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),6,9/16/2026,82,OK,Individual Donor,
DON-0560,01/12/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),28,4/10/2027,288,OK,Individual Donor,
DON-0561,01/12/2026,FI008,Canned Corn,Canned Vegetables,Can (15 oz),49,5/4/2028,678,OK,Individual Donor,
DON-0562,01/12/2026,FI013,Canned Peaches,Canned Fruit,Can (15 oz),38,7/29/2028,764,OK,Individual Donor,
DON-0563,01/12/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),14,8/1/2028,767,OK,Individual Donor,
DON-0564,01/15/2026,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),7,1/31/2026,-146,EXPIRED,School Drive,
DON-0565,01/15/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),32,12/18/2026,175,OK,School Drive,
DON-0566,01/15/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),38,6/29/2028,734,OK,School Drive,
DON-0567,01/15/2026,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),32,8/1/2028,767,OK,School Drive,
DON-0568,01/16/2026,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,16,1/31/2026,-146,EXPIRED,Government Surplus,
DON-0569,01/16/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),5,9/13/2026,79,OK,Government Surplus,
DON-0570,01/16/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),17,10/28/2026,124,OK,Government Surplus,
DON-0571,01/16/2026,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),16,12/18/2026,175,OK,Government Surplus,
DON-0572,01/16/2026,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),32,3/13/2027,260,OK,Government Surplus,
DON-0573,01/16/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),62,6/29/2028,734,OK,Government Surplus,
DON-0574,01/16/2026,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),19,8/2/2028,768,OK,Government Surplus,
DON-0575,01/16/2026,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),10,8/21/2029,1152,OK,Government Surplus,
DON-0576,01/22/2026,FI042,Apples,Fresh Produce,Bag (3 lb),6,1/29/2026,-148,EXPIRED,School Drive,
DON-0577,01/22/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),11,2/5/2026,-141,EXPIRED,Individual Donor,
DON-0578,01/22/2026,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),9,2/24/2026,-122,EXPIRED,School Drive,
DON-0579,01/22/2026,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),16,3/9/2026,-109,EXPIRED,School Drive,
DON-0580,01/22/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),12,8/3/2026,38,OK,Individual Donor,
DON-0581,01/22/2026,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),6,8/21/2026,56,OK,Individual Donor,
DON-0582,01/22/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),5,8/31/2026,66,OK,Individual Donor,
DON-0583,01/22/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),5,12/30/2026,187,OK,School Drive,
DON-0584,01/22/2026,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),31,9/25/2027,456,OK,Individual Donor,
DON-0585,01/22/2026,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),40,11/10/2027,502,OK,Individual Donor,
DON-0586,01/22/2026,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),47,8/21/2028,787,OK,School Drive,
DON-0587,01/22/2026,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),67,9/3/2028,800,OK,School Drive,
DON-0588,01/22/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),5,8/13/2029,1144,OK,School Drive,
DON-0589,01/25/2026,FI042,Apples,Fresh Produce,Bag (3 lb),11,2/8/2026,-138,EXPIRED,Corporate Drive,
DON-0590,01/25/2026,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),11,2/16/2026,-130,EXPIRED,Corporate Drive,
DON-0591,01/25/2026,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),9,8/14/2026,49,OK,Corporate Drive,
DON-0592,01/25/2026,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),22,8/21/2026,56,OK,Corporate Drive,
DON-0593,01/25/2026,FI019,Pasta - Penne,Dry Goods,Box (16 oz),27,12/14/2026,171,OK,Corporate Drive,
DON-0594,01/25/2026,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),6,2/21/2028,605,OK,Corporate Drive,
DON-0595,01/27/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),13,9/3/2026,69,OK,Church Drive,
DON-0596,01/27/2026,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,9,2/2/2026,-144,EXPIRED,Church Drive,
DON-0597,01/27/2026,FI023,Breakfast Cereal,Breakfast,Box (18 oz),12,6/28/2026,2,CRITICAL,Church Drive,
DON-0598,01/27/2026,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),24,8/16/2026,51,OK,Church Drive,
DON-0599,01/27/2026,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),11,9/12/2026,78,OK,Church Drive,
DON-0600,01/27/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),46,1/22/2027,210,OK,Church Drive,
DON-0601,01/27/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),28,3/19/2027,266,OK,Church Drive,
DON-0602,01/27/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),24,10/7/2027,468,OK,Church Drive,
DON-0603,02/02/2026,FI024,Pancake Mix,Breakfast,Box (32 oz),34,9/13/2026,79,OK,Grocery Rescue,
DON-0604,02/02/2026,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),42,6/14/2026,-12,EXPIRED,Grocery Rescue,
DON-0605,02/02/2026,FI007,Peanut Butter,Canned Protein,Jar (16 oz),66,9/4/2026,70,OK,Grocery Rescue,
DON-0606,02/02/2026,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),73,8/24/2027,424,OK,Grocery Rescue,
DON-0607,02/03/2026,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),16,2/16/2026,-130,EXPIRED,Grocery Rescue,
DON-0608,02/03/2026,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),45,7/23/2026,27,NOTICE,Grocery Rescue,
DON-0609,02/03/2026,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),17,8/16/2026,51,OK,Grocery Rescue,
DON-0610,02/03/2026,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),43,3/27/2027,274,OK,Grocery Rescue,
